25 -> 549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 409, 0, 0, 0, 138, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1639, 37, 0, 0, 40, 284, 0, 0, 0, 181, 162, 0, 0, 0, 0, 0, 5743, 4, 0, 0, 7, 160, 23, 0, 0, 383, 1030, 33, 0, 0, 1066, 7515, 
24 -> 7478, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4558, 1523, 0, 0, 200, 1140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 3136, 0, 0, 7, 2977, 869, 0, 0, 218, 521, 0, 0, 0, 1, 0, 0, 32, 0, 0, 0, 133, 1232, 0, 0, 57, 2403, 52, 0, 0, 353, 8633, 
23 -> 1340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 308, 0, 0, 0, 65, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2260, 14, 0, 0, 513, 531, 0, 0, 0, 121, 203, 15, 0, 0, 4, 20, 245, 12, 0, 0, 820, 3746, 0, 0, 0, 424, 1525, 4, 0, 0, 403, 3516, 
22 -> 19001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 648, 384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 740, 1437, 0, 0, 5, 1144, 266, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 27, 0, 0, 0, 1579, 2198, 2, 0, 11, 3102, 6218, 
21 -> 14653, 12, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 877, 2, 0, 0, 415, 164, 5, 0, 0, 0, 10, 1, 0, 0, 0, 0, 13, 0, 0, 0, 918, 1610, 0, 0, 0, 626, 171, 21, 0, 0, 0, 2, 0, 0, 0, 0, 0, 53, 0, 0, 0, 1084, 1847, 0, 0, 0, 2233, 6947, 
20 -> 12358, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1678, 15, 0, 0, 484, 359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 121, 876, 0, 0, 0, 356, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 229, 1165, 2, 0, 0, 2401, 6518, 
19 -> 13962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2703, 2, 0, 0, 548, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 126, 630, 0, 0, 0, 152, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 560, 796, 0, 0, 0, 460, 2556, 
18 -> 2039, 281, 0, 0, 6, 419, 844, 2, 0, 1, 1046, 3708, 0, 0, 0, 927, 121, 3, 0, 0, 33, 890, 62, 0, 0, 134, 602, 563, 0, 0, 0, 482, 13, 0, 0, 0, 36, 223, 6, 0, 0, 788, 6752, 52, 0, 0, 20, 65, 0, 0, 0, 0, 0, 8, 1, 0, 0, 107, 537, 6, 0, 0, 269, 374, 
17 -> 11, 437, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 211, 2347, 0, 0, 0, 230, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3214, 13397, 0, 0, 13, 7133, 934, 0, 0, 0, 171, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 145, 67, 0, 0, 0, 288, 226, 0, 0, 1, 20326, 
16 -> 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 334, 1, 0, 0, 130, 35, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 159, 64, 1, 0, 861, 1335, 113, 0, 0, 743, 505, 20, 0, 0, 58, 860, 172, 38, 1, 0, 226, 1597, 401, 0, 0, 1798, 3514, 336, 0, 14, 3084, 12878, 
15 -> 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 593, 0, 0, 0, 143, 20, 0, 0, 4, 7, 0, 0, 0, 0, 0, 0, 1502, 78, 0, 0, 239, 515, 3, 0, 12, 172, 50, 0, 0, 6, 7, 0, 1082, 492, 0, 0, 173, 2808, 233, 0, 10, 349, 1774, 26, 3, 108, 888, 2061, 
14 -> 2, 133, 102, 0, 0, 393, 1685, 83, 0, 0, 71, 19, 0, 0, 5, 0, 0, 0, 0, 0, 0, 154, 1122, 114, 0, 0, 1735, 715, 0, 0, 1, 167, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1071, 2007, 0, 0, 15, 4163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 10611, 
13 -> 589, 48, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4308, 287, 0, 0, 0, 124, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8182, 3865, 2, 0, 0, 347, 58, 0, 0, 2, 178, 355, 0, 0, 1, 151, 997, 5120, 90, 0, 0, 3977, 1872, 4, 0, 0, 393, 149, 0, 0, 8, 10583, 
12 -> 7052, 18750, 0, 0, 0, 676, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 773, 2207, 0, 0, 2, 6542, 692, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 197, 156, 0, 0, 0, 506, 38, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 6139, 
11 -> 4708, 38, 0, 0, 196, 3271, 237, 0, 0, 76, 462, 0, 0, 0, 0, 0, 518, 2, 0, 0, 411, 6325, 501, 0, 0, 1971, 4677, 4, 0, 0, 1, 2, 0, 0, 0, 0, 3, 51, 7, 0, 0, 614, 7592, 587, 0, 0, 268, 1129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 55, 0, 0, 18, 507, 
10 -> 3096, 6783, 0, 0, 0, 2231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5562, 3723, 0, 0, 0, 683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1879, 785, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10259, 
9 -> 168, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4410, 0, 0, 0, 123, 26, 1, 0, 0, 1, 6, 0, 0, 0, 0, 0, 15416, 91, 0, 0, 804, 746, 0, 0, 0, 2348, 415, 1, 0, 0, 1, 1, 2214, 154, 0, 0, 943, 2422, 49, 0, 0, 2870, 4588, 0, 0, 12, 2899, 42, 
8 -> 3169, 496, 0, 0, 104, 1789, 6, 0, 0, 1, 2, 0, 0, 0, 0, 0, 676, 123, 0, 0, 186, 4669, 399, 0, 0, 114, 1959, 8, 0, 0, 1, 5, 8, 0, 0, 0, 21, 1382, 159, 0, 0, 234, 4443, 277, 0, 0, 112, 896, 0, 0, 0, 0, 0, 179, 7, 0, 0, 85, 1504, 116, 0, 0, 268, 11518, 
7 -> 1153, 111, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4193, 2162, 0, 0, 150, 5927, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 340, 5449, 0, 0, 107, 1279, 387, 0, 0, 345, 308, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 265, 0, 0, 739, 2498, 385, 0, 0, 937, 10996, 
6 -> 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1413, 0, 0, 0, 194, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3235, 6, 0, 0, 1349, 1421, 0, 0, 0, 358, 2280, 0, 0, 0, 2, 0, 1013, 28, 0, 0, 424, 2306, 2, 0, 0, 1293, 1762, 2, 0, 0, 1435, 2513, 
5 -> 646, 3172, 2, 0, 1, 2236, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 42, 2160, 2263, 0, 0, 7, 1159, 21, 0, 0, 0, 0, 0, 0, 0, 0, 10, 137, 4, 0, 2, 3957, 2854, 1786, 0, 0, 253, 1736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1901, 28, 0, 0, 0, 251, 6485, 
4 -> 1742, 41, 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14815, 11, 0, 0, 68, 204, 15, 0, 0, 0, 5, 0, 0, 0, 0, 0, 7, 0, 0, 0, 73, 705, 7, 0, 0, 410, 676, 5, 0, 0, 0, 4, 0, 0, 0, 0, 0, 50, 0, 0, 0, 399, 2173, 7, 0, 0, 2298, 6605, 
3 -> 7777, 4662, 0, 0, 0, 701, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 377, 20, 0, 0, 202, 2631, 551, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1031, 14, 0, 0, 1416, 861, 25, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 1366, 9, 0, 0, 354, 9153, 
2 -> 2498, 1530, 342, 2, 251, 1392, 1123, 123, 0, 77, 594, 57, 0, 0, 36, 133, 49, 48, 90, 5, 231, 1236, 900, 242, 8, 523, 1315, 583, 0, 0, 87, 393, 0, 0, 0, 0, 14, 171, 26, 44, 4, 532, 1064, 476, 0, 26, 573, 1207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208, 480, 16, 0, 31, 868, 2885, 
1 -> 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1000, 2, 0, 0, 267, 91, 0, 0, 9, 7, 0, 0, 0, 0, 0, 0, 2073, 121, 0, 0, 303, 937, 4, 0, 16, 218, 82, 0, 0, 14, 6, 0, 930, 602, 0, 0, 145, 4271, 376, 0, 12, 467, 2816, 53, 0, 160, 1391, 2946, 
