50 -> 1033, 2209, 0, 0, 11, 1021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 319, 15, 0, 0, 333, 817, 125, 0, 14, 57, 29, 0, 0, 10, 4, 0, 41, 0, 0, 0, 599, 627, 3, 0, 270, 595, 103, 10, 14, 41, 20, 6, 0, 0, 0, 0, 64, 60, 0, 0, 251, 2470, 2300, 1, 254, 3552, 4766, 4164, 
49 -> 1514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 35, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 70, 85, 0, 0, 42, 161, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2860, 614, 431, 0, 2, 370, 294, 633, 
48 -> 543, 44, 0, 0, 10, 2289, 1597, 0, 0, 4, 1301, 0, 0, 0, 0, 0, 406, 3, 0, 0, 258, 570, 36, 0, 0, 9, 1489, 108, 0, 0, 0, 22, 0, 0, 0, 0, 7, 356, 0, 0, 0, 310, 154, 5, 0, 0, 5, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 347, 966, 0, 0, 0, 80, 1306, 
47 -> 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 214, 0, 0, 0, 101, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 1664, 0, 0, 0, 895, 272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 211, 3574, 0, 0, 0, 210, 137, 
46 -> 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 0, 0, 66, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 3732, 0, 0, 0, 1143, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1549, 5460, 0, 0, 0, 232, 319, 
45 -> 718, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2383, 0, 0, 0, 608, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 651, 42, 0, 0, 638, 4703, 0, 0, 0, 1013, 1882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 993, 65, 0, 0, 596, 6716, 32, 0, 0, 891, 4920, 
44 -> 199, 19, 0, 0, 10, 429, 992, 0, 0, 0, 147, 2, 0, 0, 0, 0, 122, 1, 0, 0, 177, 1431, 1332, 1, 0, 43, 21843, 8469, 0, 0, 2, 98, 0, 0, 0, 0, 0, 1297, 2, 0, 0, 1063, 9340, 5058, 0, 0, 109, 6298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 25, 
43 -> 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 887, 35, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3314, 72, 2, 0, 7509, 1486, 298, 4352, 
42 -> 15349, 40, 0, 0, 2, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 556, 11, 0, 0, 134, 3550, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 547, 1, 0, 0, 242, 372, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 201, 934, 1, 0, 0, 322, 5082, 
41 -> 19331, 93, 0, 0, 3, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 455, 44, 0, 0, 339, 1067, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 279, 1057, 2, 0, 0, 1077, 947, 1, 0, 0, 4, 1, 0, 0, 0, 0, 0, 19, 0, 0, 0, 717, 2007, 2, 0, 0, 1036, 7784, 
40 -> 19181, 577, 0, 0, 749, 10507, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 722, 123, 0, 0, 490, 10066, 118, 0, 0, 164, 442, 0, 0, 0, 0, 0, 209, 95, 0, 0, 1, 2402, 115, 0, 0, 933, 2437, 78, 0, 0, 21, 221, 19, 47, 0, 0, 0, 167, 45, 0, 0, 1, 2565, 69, 0, 0, 287, 1746, 
39 -> 11037, 85, 0, 0, 837, 4120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 19, 0, 0, 157, 2484, 1056, 0, 0, 55, 5009, 5, 0, 0, 0, 0, 2, 1, 0, 0, 0, 306, 11, 0, 0, 162, 743, 163, 0, 0, 4, 44, 0, 0, 0, 0, 0, 3, 1, 0, 0, 17, 744, 4, 0, 0, 310, 777, 
38 -> 3398, 0, 0, 0, 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 264, 0, 0, 0, 5702, 24269, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 417, 0, 0, 0, 848, 544, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 895, 0, 0, 0, 1020, 11479, 
37 -> 5063, 785, 5269, 851, 10, 96, 842, 5480, 0, 0, 0, 0, 0, 0, 0, 0, 451, 52, 2, 0, 115, 3174, 538, 29, 0, 33, 112, 7, 0, 0, 0, 0, 3, 0, 0, 0, 11, 509, 45, 0, 0, 273, 3838, 389, 0, 0, 9, 104, 0, 0, 0, 0, 0, 3, 4, 0, 0, 130, 2568, 55, 0, 0, 2582, 21630, 
36 -> 786, 737, 1232, 0, 0, 102, 11041, 1171, 0, 0, 1, 165, 0, 0, 0, 0, 1028, 11, 0, 0, 182, 161, 191, 33, 0, 0, 62, 477, 0, 0, 0, 50, 0, 0, 0, 0, 45, 304, 5, 0, 0, 107, 243, 97, 0, 0, 0, 119, 0, 0, 0, 0, 0, 1, 0, 0, 0, 200, 1483, 12, 0, 0, 1694, 5092, 
35 -> 16186, 256, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 272, 36, 0, 0, 167, 934, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 9, 589, 1, 0, 0, 394, 218, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 224, 1567, 1, 0, 0, 254, 3216, 
34 -> 83, 617, 1048, 0, 0, 11, 5366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 57, 11, 0, 261, 195, 5877, 58, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 830, 24, 0, 0, 582, 201, 32, 0, 0, 0, 3, 0, 0, 0, 0, 0, 16, 0, 0, 0, 697, 1057, 9, 0, 0, 1772, 3025, 
33 -> 152, 11, 0, 0, 18, 133, 80, 0, 0, 2, 1902, 6355, 0, 0, 1, 242, 326, 0, 0, 0, 92, 181, 3, 0, 0, 3, 79, 25, 0, 0, 4, 79, 0, 0, 0, 0, 24, 140, 0, 0, 0, 79, 120, 0, 0, 0, 11, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 372, 0, 0, 0, 1509, 2804, 
32 -> 430, 87, 0, 0, 1, 129, 785, 1, 0, 0, 532, 7365, 0, 0, 0, 3, 381, 4, 0, 0, 168, 240, 17, 0, 0, 4, 73, 65, 0, 0, 0, 16, 0, 0, 0, 0, 27, 203, 2, 0, 0, 175, 175, 15, 0, 0, 5, 118, 0, 0, 0, 0, 0, 3, 0, 0, 0, 228, 593, 2, 0, 0, 601, 1272, 
31 -> 14, 0, 0, 0, 13, 137, 14, 0, 0, 20, 1426, 1906, 0, 0, 26, 9600, 96, 0, 0, 0, 136, 124, 0, 0, 0, 38, 178, 13, 0, 0, 9, 92, 1, 0, 0, 0, 129, 512, 0, 0, 0, 409, 224, 1, 0, 0, 28, 151, 0, 0, 0, 0, 0, 5, 0, 0, 0, 310, 998, 2, 0, 0, 1262, 3576, 
30 -> 18955, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 24, 517, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 1, 0, 0, 58, 7926, 
29 -> 10618, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6101, 15, 0, 0, 114, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1587, 3, 0, 0, 269, 672, 7, 0, 0, 336, 243, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 29, 2, 0, 0, 1327, 3391, 14, 0, 0, 349, 7947, 
28 -> 5609, 729, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7120, 687, 0, 0, 574, 432, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3095, 901, 0, 0, 167, 1588, 9, 0, 0, 575, 204, 1, 0, 0, 0, 0, 525, 251, 0, 0, 16, 295, 0, 0, 0, 332, 1033, 3, 0, 0, 181, 2646, 
27 -> 10208, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7353, 39, 0, 0, 495, 646, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2215, 24, 0, 0, 56, 974, 35, 0, 0, 225, 1577, 1478, 0, 0, 11, 1227, 487, 20, 0, 0, 0, 16, 1, 0, 0, 20, 992, 116, 0, 0, 279, 5724, 
26 -> 5423, 0, 0, 0, 10793, 18, 0, 0, 2116, 224, 0, 0, 0, 0, 0, 0, 204, 0, 0, 0, 1121, 605, 0, 0, 320, 5459, 11, 0, 0, 141, 8, 0, 0, 0, 0, 0, 459, 1107, 0, 0, 0, 4081, 7696, 0, 0, 15, 365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 424, 1553, 0, 0, 0, 1406, 1937, 
