000,000
128,001
064,002
032,003
016,004
008,005
004,006
002,007
001,008
192,009
096,010
048,011
024,012
012,013
006,014
003,015
129,016
224,017
112,018
056,019
028,020
014,021
007,022
131,023
193,024
240,025
120,026
060,027
030,028
015,029
135,030
195,031
225,032
248,033
124,034
062,035
031,036
143,037
199,038
227,039
241,040
252,041
126,042
063,043
159,044
207,045
231,046
243,047
249,048
254,049
127,050
191,051
223,052
239,053
247,054
251,055
253,056
255,057
